displayName,printYear,author,printLocation,category,source,textFileURL,nikudMetegFileURL,OCRDataURL,ocrFeDir,displayNameEnglish,authorEnglish,categoryEnglish,printLocationEnglish,underwentBerelUnflagging,fileName,notHumanReviewed
באר משה (כריף),1852,ר' משה כריף,ליוורנו,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beermoshecharif/beermoshecharif__text_files.zip,https://files.dicta.org.il/beermoshecharif/beermoshecharif__nikud_meteg_files.zip,https://files.dicta.org.il/beermoshecharif/beermoshecharif__ocr_data_html_files.zip,beermoshecharif,Beer Moshe (charif),Mosheh Charif,Acharonim on Talmud Bavli,livorno,,beermoshecharif,
באר משה (דנשבסקי) א,1905,ר' משה דנושבסקי,וילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beermoshedanushevski1/beermoshedanushevski1__text_files.zip,https://files.dicta.org.il/beermoshedanushevski1/beermoshedanushevski1__nikud_meteg_files.zip,https://files.dicta.org.il/beermoshedanushevski1/beermoshedanushevski1__ocr_data_html_files.zip,beermoshedanushevski1,Beer Moshe (Danushevski) part 1,Moshe Danushevski,Responsa,Vilna,,beermoshedanushevski1,
באר משה (דנשבסקי) ב,1905,ר' משה דנושבסקי,וילנא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beermoshedanushevski2/beermoshedanushevski2__text_files.zip,https://files.dicta.org.il/beermoshedanushevski2/beermoshedanushevski2__nikud_meteg_files.zip,https://files.dicta.org.il/beermoshedanushevski2/beermoshedanushevski2__ocr_data_html_files.zip,beermoshedanushevski2,Beer Moshe (Danushevski) part 2,Moshe Danushevski,Responsa,Vilna,,beermoshedanushevski2,
באר משה,1901,רבי משה נחום ירושלמסקי, ווארשא,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__text_files.zip,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__nikud_meteg_files.zip,https://files.dicta.org.il/beermosheresponsa/beermosheresponsa__ocr_data_html_files.zip,beermosheresponsa,Be’er Moshe responsa,Moshe Nachum Yerushalamski,Responsa,Warsaw,,beermosheresponsa,
באר שבע,1890,רבי יששכר בער איילינברג,ורשא,"שו""ת",,https://files.dicta.org.il/beersheva/beersheva__text_files.zip,https://files.dicta.org.il/beersheva/beersheva__nikud_meteg_files.zip,https://files.dicta.org.il/beersheva/beersheva__ocr_data_html_files.zip,beersheva_EGT,Ba’er Sheva,Issachar Be'ar Eilenburg,Responsa,,,beersheva,
באר שבע חולין,1890,רבי יששכר בער איילינברג,ורשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beershevachullin/beershevachullin__text_files.zip,https://files.dicta.org.il/beershevachullin/beershevachullin__nikud_meteg_files.zip,https://files.dicta.org.il/beershevachullin/beershevachullin__ocr_data_html_files.zip,beershevachullin_EGT,Ba’er Sheva Chullin,Issachar Be'ar Eilenburg,Acharonim on Talmud Bavli,Warsaw,,beershevachullin,
באר שבע הקדמה,1890,רבי יששכר בער איילינברג,ורשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beershevahakdama/beershevahakdama__text_files.zip,https://files.dicta.org.il/beershevahakdama/beershevahakdama__nikud_meteg_files.zip,https://files.dicta.org.il/beershevahakdama/beershevahakdama__ocr_data_html_files.zip,beershevahakdama,Ba’er Sheva Hakdama,Issachar Be'ar Eilenburg,Acharonim on Talmud Bavli,Warsaw,,beershevahakdama,
באר שבע הוריות,1890,רבי יששכר בער איילינברג,ורשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beershevahorayot/beershevahorayot__text_files.zip,https://files.dicta.org.il/beershevahorayot/beershevahorayot__nikud_meteg_files.zip,https://files.dicta.org.il/beershevahorayot/beershevahorayot__ocr_data_html_files.zip,beershevahorayot_EGT,Ba’er Sheva Horayot,Issachar Be'ar Eilenburg,Acharonim on Talmud Bavli,Warsaw,,beershevahorayot,
באר שבע כריתות,1890,רבי יששכר בער איילינברג,ורשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beershevakritot/beershevakritot__text_files.zip,https://files.dicta.org.il/beershevakritot/beershevakritot__nikud_meteg_files.zip,https://files.dicta.org.il/beershevakritot/beershevakritot__ocr_data_html_files.zip,beershevakritot_EGT,Ba’er Sheva Kritot,Issachar Be'ar Eilenburg,Acharonim on Talmud Bavli,Warsaw,,beershevakritot,
באר שבע סנהדרין,1890,רבי יששכר בער איילינברג,ורשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__text_files.zip,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__nikud_meteg_files.zip,https://files.dicta.org.il/beershevasanhedrin/beershevasanhedrin__ocr_data_html_files.zip,beershevasanhedrin_EGT,Ba’er Sheva Sanhedrin,Issachar Be'ar Eilenburg,Acharonim on Talmud Bavli,Warsaw,,beershevasanhedrin,
באר שבע סוטה,1890,רבי יששכר בער איילינברג,ורשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beershevasotah/beershevasotah__text_files.zip,https://files.dicta.org.il/beershevasotah/beershevasotah__nikud_meteg_files.zip,https://files.dicta.org.il/beershevasotah/beershevasotah__ocr_data_html_files.zip,beershevasotah_EGT,Ba’er Sheva Sotah,Issachar Be'ar Eilenburg,Acharonim on Talmud Bavli,Warsaw,,beershevasotah,
באר שבע תמיד,1890,רבי יששכר בער איילינברג,ורשא,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beershevatamid/beershevatamid__text_files.zip,https://files.dicta.org.il/beershevatamid/beershevatamid__nikud_meteg_files.zip,https://files.dicta.org.il/beershevatamid/beershevatamid__ocr_data_html_files.zip,beershevatamid_EGT,Ba’er Sheva Tamid,Issachar Be'ar Eilenburg,Acharonim on Talmud Bavli,Warsaw,,beershevatamid,
באר י-הודה חלק ב,1885,ר' אברהם שלוזאוער,וורשה,"פרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/beeryehudah2/beeryehudah2__text_files.zip,https://files.dicta.org.il/beeryehudah2/beeryehudah2__nikud_meteg_files.zip,https://files.dicta.org.il/beeryehudah2/beeryehudah2__ocr_data_html_files.zip,beeryehudah2_EGT,Beer Yehudah part 2,Avraham Shluzever,Commentaries on the Rambam,Warsaw,,beeryehudah2,
באר יצחק חושן משפט,1859,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__text_files.zip,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakchoshenmishpat/beeryitzchakchoshenmishpat__ocr_data_html_files.zip,beeryitzchakchoshenmishpat_EGT,Be'er Yitzchak Choshen Mishpat,Yitzchak Elchanan Spektor,Responsa,Koenigsberg,,beeryitzchakchoshenmishpat,
באר יצחק אבן העזר,1859,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__text_files.zip,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakevenhaezer/beeryitzchakevenhaezer__ocr_data_html_files.zip,beeryitzchakevenhaezer_EGT,Be'er Yitzchak Even Haezer,Yitzchak Elchanan Spektor,Responsa,Koenigsberg,,beeryitzchakevenhaezer,
באר יצחק אורח חיים,1859,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__text_files.zip,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakorachchaim/beeryitzchakorachchaim__ocr_data_html_files.zip,beeryitzchakorachchaim_EGT,Be'er Yitzchak Orach Chaim ,Yitzchak Elchanan Spektor,Responsa,Koenigsberg,,beeryitzchakorachchaim,
באר יצחק יורה דעה,1859,רבי יצחק אלחנן בן ישראל ספקטור,קניגסברג,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__text_files.zip,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beeryitzchakyorehdeah/beeryitzchakyorehdeah__ocr_data_html_files.zip,beeryitzchakyorehdeah,Be'er Yitzchak Yoreh Deah,Yitzchak Elchanan Spektor,Responsa,Koenigsberg,,beeryitzchakyorehdeah,
"בית אהרן (ב""ק)",1923,"וואלקין, אהרן בן יעקב צבי",וילנה,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__text_files.zip,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonbavakamma/beitaharonbavakamma__ocr_data_html_files.zip,beitaharonbavakamma,Beit Aharon Bava Kamma,"Volkin, Aharon",Acharonim on Talmud Bavli,Vilna,,beitaharonbavakamma,
"בית אהרן (ב""מ)",1905,"וואלקין, אהרן בן יעקב צבי",פיוטרקוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__text_files.zip,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonbavametzia/beitaharonbavametzia__ocr_data_html_files.zip,beitaharonbavametzia,Beit Aharon Bava Metzia,"Volkin, Aharon",Acharonim on Talmud Bavli,Piotrkow,,beitaharonbavametzia,
בית אהרן גיטין,1939,"וואלקין, אהרן בן יעקב צבי",פינסק,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beitaharongittin/beitaharongittin__text_files.zip,https://files.dicta.org.il/beitaharongittin/beitaharongittin__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharongittin/beitaharongittin__ocr_data_html_files.zip,beitaharongittin,Beit Aharon Gittin,"Volkin, Aharon",Acharonim on Talmud Bavli,Pinsk,,beitaharongittin,
בית אהרן (כתובות),1911,"וואלקין, אהרן בן יעקב צבי",פיוטריקוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beitaharonketubot/beitaharonketubot__text_files.zip,https://files.dicta.org.il/beitaharonketubot/beitaharonketubot__nikud_meteg_files.zip,https://files.dicta.org.il/beitaharonketubot/beitaharonketubot__ocr_data_html_files.zip,beitaharonketubot,Beit Aharon Ketubot,"Volkin, Aharon",Acharonim on Talmud Bavli,Pyotrikov,,beitaharonketubot,
בית א-ל א ,1875,ר' אריה ליב נתנזון,לבוב,"מפרשי הש""ס (אחרונים)",ספריית דיקטה,https://files.dicta.org.il/beitel1/beitel1__text_files.zip,https://files.dicta.org.il/beitel1/beitel1__nikud_meteg_files.zip,https://files.dicta.org.il/beitel1/beitel1__ocr_data_html_files.zip,beitel1,Beit el part 1,Aryeh Leibush bar Yitzhak haLevi Natanson,Acharonim on Talmud Bavli,Lʹviv,,beitel1,
"בית א-להים (מבי""ט)",1872,ר' משה טראני,וורשה,ספרי מחשבה ומוסר (אחרונים),,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__text_files.zip,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__nikud_meteg_files.zip,https://files.dicta.org.il/beitelokimmabit/beitelokimmabit__ocr_data_html_files.zip,beitelokimmabit_EGT,Beit Elokim (Mabit),Moses ben Joseph di Trani,Mussar and Jewish Thought,Warsaw,,beitelokimmabit,
בית אפרים חושן משפט,1883,רבי אפרים זלמן מרגליות,ורשא,"שו""ת",,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__text_files.zip,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimchoshenmishpat/beitephraimchoshenmishpat__ocr_data_html_files.zip,beitephraimchoshenmishpat_EGT,Beit Ephraim Choshen Mishpat,Rabbi Ephraim Zalman Margolioth,Responsa,Warsaw,,beitephraimchoshenmishpat,
בית אפרים אבן העזר חלק א,1883,רבי אפרים זלמן מרגליות,ורשא,"שו""ת",,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__text_files.zip,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer1/beitephraimevenhaezer1__ocr_data_html_files.zip,beitephraimevenhaezer1_EGT,Beit Ephraim Even Haezer part 1,Rabbi Ephraim Zalman Margolioth,Responsa,Warsaw,,beitephraimevenhaezer1,
בית אפרים אבן העזר חלק ב,1883,רבי אפרים זלמן מרגליות,ורשא,"שו""ת",,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__text_files.zip,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer2/beitephraimevenhaezer2__ocr_data_html_files.zip,beitephraimevenhaezer2_EGT,Beit Ephraim Even Haezer part 2,Rabbi Ephraim Zalman Margolioth,Responsa,Warsaw,,beitephraimevenhaezer2,
בית אפרים אבן העזר חלק ג,1883,רבי אפרים זלמן מרגליות,ורשא,"שו""ת",,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__text_files.zip,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer3/beitephraimevenhaezer3__ocr_data_html_files.zip,beitephraimevenhaezer3_EGT,Beit Ephraim Even Haezer part 3,Rabbi Ephraim Zalman Margolioth,Responsa,Warsaw,,beitephraimevenhaezer3,
בית אפרים אבן העזר חלק ד,1883,רבי אפרים זלמן מרגליות,ורשא,"שו""ת",,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__text_files.zip,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimevenhaezer4/beitephraimevenhaezer4__ocr_data_html_files.zip,beitephraimevenhaezer4_EGT,Beit Ephraim Even Haezer part 4,Rabbi Ephraim Zalman Margolioth,Responsa,Warsaw,,beitephraimevenhaezer4,
בית אפרים,1904,רבי אפרים זלמן מרגליות,ורשה,"שו""ת",,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__text_files.zip,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimorachchaim/beitephraimorachchaim__ocr_data_html_files.zip,beitephraimorachchaim_EGT,Beit Ephraim Orach Chaim,Ephraim Zalman Margulies,Responsa,,,beitephraimorachchaim,
בית אפרים יורה דעה,1884,רבי אפרים זלמן מרגליות,ורשא,"שו""ת",,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__text_files.zip,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beitephraimyorehdeah/beitephraimyorehdeah__ocr_data_html_files.zip,beitephraimyorehdeah_EGT,Beit Ephraim Yoreh Deah,Rabbi Ephraim Zalman Margolioth,Responsa,Warsaw,,beitephraimyorehdeah,
בית המלך (בוים),1935,ר' יוסף אריה בוים,לובלין,"מפרשים וחיבורים על הרמב""ם",ספריית דיקטה,https://files.dicta.org.il/beithamelekhbaum/beithamelekhbaum__text_files.zip,https://files.dicta.org.il/beithamelekhbaum/beithamelekhbaum__nikud_meteg_files.zip,https://files.dicta.org.il/beithamelekhbaum/beithamelekhbaum__ocr_data_html_files.zip,beithamelekhbaum_EGT,Beit Hamelekh (Baum),Yosef Aryeh Baum,Commentaries on the Rambam,Lublin,,beithamelekhbaum,
בית לוי,1881,ר' יעקב הלוי קופשטיין,ווילנה,חידושים,ספריית דיקטה,https://files.dicta.org.il/beitlevi1/beitlevi1__text_files.zip,https://files.dicta.org.il/beitlevi1/beitlevi1__nikud_meteg_files.zip,https://files.dicta.org.il/beitlevi1/beitlevi1__ocr_data_html_files.zip,beitlevi1,Beit Levi,Yaakov Kopstein,chidushim,Vilna,,beitlevi1,
בית מאיר אורח חיים,1876,ר' מאיר פוזנר,יוזפוב,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/beitmeirorachchayim/beitmeirorachchayim__text_files.zip,https://files.dicta.org.il/beitmeirorachchayim/beitmeirorachchayim__nikud_meteg_files.zip,https://files.dicta.org.il/beitmeirorachchayim/beitmeirorachchayim__ocr_data_html_files.zip,beitmeirorachchayim_EGT,Beit Meir Orach Chayim,rabbi meir posner,Commentaries on Shulchan Aruch,,,beitmeirorachchayim,
בית מאיר יורה דעה,1870,ר' מאיר פוזנר,וורשה,מפרשים וחיבורים סביב שולחן ערוך,ספריית דיקטה,https://files.dicta.org.il/beitmeiryorehdeah/beitmeiryorehdeah__text_files.zip,https://files.dicta.org.il/beitmeiryorehdeah/beitmeiryorehdeah__nikud_meteg_files.zip,https://files.dicta.org.il/beitmeiryorehdeah/beitmeiryorehdeah__ocr_data_html_files.zip,beitmeiryorehdeah_EGT,Beit Meir Yoreh Deah,rabbi meir posner,Commentaries on Shulchan Aruch,Warsaw,,beitmeiryorehdeah,
"בית רידב""ז",1908,רבי יעקב דוד וילובסקי,ירושלים,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beitridbaz/beitridbaz__text_files.zip,https://files.dicta.org.il/beitridbaz/beitridbaz__nikud_meteg_files.zip,https://files.dicta.org.il/beitridbaz/beitridbaz__ocr_data_html_files.zip,beitridbaz_EGT,Beit Ridbaz,Rabbi Yaakov Dovid Wilovsky,Responsa,Jerusalem,,beitridbaz,
בית שערים אורח חיים,1909,רבי עמרם בלום,מונקאטש-גרוסוערדיין,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beitshearimorachchaim/beitshearimorachchaim__text_files.zip,https://files.dicta.org.il/beitshearimorachchaim/beitshearimorachchaim__nikud_meteg_files.zip,https://files.dicta.org.il/beitshearimorachchaim/beitshearimorachchaim__ocr_data_html_files.zip,beitshearimorachchaim_EGT,Beit She'arim Orach chaim,Amram Blum,Responsa,Monkatch,,beitshearimorachchaim,
בית שערים יורה דעה חלק ב,1941,רבי עמרם בלום,אורדיאה מרה,"שו""ת",ספריית דיקטה,https://files.dicta.org.il/beitshearimyorehdeah1/beitshearimyorehdeah1__text_files.zip,https://files.dicta.org.il/beitshearimyorehdeah1/beitshearimyorehdeah1__nikud_meteg_files.zip,https://files.dicta.org.il/beitshearimyorehdeah1/beitshearimyorehdeah1__ocr_data_html_files.zip,beitshearimyorehdeah1_EGT,Beit She'arim Yoreh Deah part 2,Amram Blum,Responsa,Oradea M,,beitshearimyorehdeah1,
