title,author,pubDate,pubPlace,compPlace,compDate,תיאור_חדש,heShortDesc,heDesc,order,Source,type
אברבנאל על תורה,אברבנאל,ה' שלט,ונציה,איטליה של ימי הביניים,ה' רמג - ה' רמג (בקירוב),,,,,sefaria,file
אגדה,,,,,,"אגדות חז""ל על התורה","אגדות חז""ל על התורה","מדרשי אגדה הינם סיפורים ופירושים שאינם הלכתיים שנכתבו כתוספת לתורה. ישנם מדרשים שמציעים פירוש לתורה, ואילו אחרים משתמשים בפסוקים כבסיס לאמרות מוסר ודרשות.",,sefaria,folder
אגדת בראשית,,,,,,,,,,sefaria,file
אגרא דכלה,צבי אלימלך שפירא מדינוב,ה' תרכח,"למברג, גליציה",,ה' תקסא - ה' תקסא (בקירוב),,פירוש על התורה שכתב בן המאה ה-19 רבי צבי אלימלך שפירא מדינוב.,,,sefaria,file
אגרות צפון,רב שמשון רפאל הירש,ה' תקצו,אלטונה,"אולדנבורג, גרמניה",ה' תקצו,"חיבור שכתב הרב שמשון רפאל הירש במאה ה-19, המגן על היהדות ומנוסח כ-19 מכתבים בין רב לצעיר משכיל.","חיבור שכתב הרב שמשון רפאל הירש במאה ה-19, המגן על היהדות ומנוסח כ-19 מכתבים בין רב לצעיר משכיל.",,,sefaria,file
אגרת אל עשרת השבטים,ישראל משקלוב,ה' תקצ,אמסטרדם,צפת,ה' תקצ,,אגרת הממוענת לעשרת השבטים שכתבו רבני ארץ ישראל בתקווה שהשבטים יימצאו על ידי שליח שיצא לתימן בשנת 1830.,,,sefaria,file
אגרת השבת,אבן עזרא,,,לונדון,ד' תתקיט,"חיבור מן המאה ה-12 שבו מגן רבי אברהם אבן-עזרא על עמדת היהדות , לפיה השבת מתחילה ביום שישי בערב.","חיבור מן המאה ה-12 שבו מגן רבי אברהם אבן-עזרא על עמדת היהדות , לפיה השבת מתחילה ביום שישי בערב.","חיבור קטן מאבן עזרא, בו הוא מוכיח שיום השבת מתחיל מבערב, להוציא מדעת מי שטען שהלילה הולך אחר היום. כמו כן דן הספר בזמן תחילת החדש והשנה על פי תורה. המחבר כותב שהוא קיבל את תוכן הספר בדמות אגרת מהשבת בחלום הלילה.",,sefaria,file
אגרת וזאת ליהודה,אברהם אבולעפיה,ה' תריג,לייפציג,,ה' מה - ה' מה (בקירוב),,מכתב מהמאה ה-13 בו מגן רבי אברהם אבולעפיה על עצמו ועל גישת הקבלה הנבואית,"רבי אברהם אבולעפיה היה המייסד במאה ה-13 של גישה קבלית מעשית שלימדה ששימוש מסוים באותיות השפה העברית והשמות האלוהיים יכולה להשיג קשר אלוהי ואפילו נבואה. הוא עזב את ברצלונה לאחר שהרב שלמה אדרת (רשב""א), מקובל וסמכות הלכתית ידועה, הוציא נגדו ביקורת נוקבת. אבולעפיה כתב מכתב לרבי יהודה שלמון, ""וזאת ליהודה"", בו טען שדעת הרשב""א נשענת על מידע לא מדויק, הסביר את גישתו שלו ביחס לזרמים קבליים אחרים, וביקש מר' יהודה להתערב ולדבר עם הרשב""א בשמו.",,sefaria,file
אגרת רב שרירא גאון,,,,,ד' תשמז, (987 לספירה), (987 לספירה),"איגרת המתאר בהרחבה השתלשלות התורה שבע""פ וסדר דורות המסורת, שנכתב כתשובה לחכמי קהילת קירואן בתוניסיה. יש כמה נוסחאות של האיגרת, שתים מהם מופיעים פה.",,sefaria,file
אגרת שמואל על רות,שמואל די אוזידא,ה' שנז,,,ה' שכ - ה' שכ (בקירוב),,,,,sefaria,file
אדמת קודש,,,,,,,"שו""ת וחידושים על ארבעת חלקי השולחן ערוך, שכתב רב ניסים חיים משה מזרחי במאה ה-18. ",,,sefaria,file
אדרא זוטא,,ה' שיח,מנטובה,,,,,,,sefaria,file
אדרת אליהו,אליהו בן שלמה זלמן מווילנה,ה' תקעח,קאפוסט / קופוסט,וילנה,ה' תק - ה' תק (בקירוב),,"פירוש מן המאה ה-18 שכתב הגאון מווילנה, רבי אליהו בן שלמה זלמן.","פירוש על התורה להגר""א מווילנא.",,sefaria,file
אדרת אליהו,,,,,,,"פירוש מן המאה ה-18 שכתב הגאון מווילנה, רבי אליהו בן שלמה זלמן.",,,sefaria,file
אהבת דוד,חיים דוד אזולאי,,,,ה' תקכח - ה' תקכח (בקירוב),,"אוסף מן המאה ה-18 של 17 דרשות שאמר החיד""א בשבתות לפני יום הכיפורים, פורים, פסח ושבועות.",,,sefaria,file
אהבת חסד,רבי ישראל מאיר הכהן,ה' תרמח,,,,,"חיבור מן המאה ה-19 העוסק במעשי חסד, כגון מתן הלוואות לנזקקים וביקור חולים.",,,sefaria,file
אהבת יהונתן,יהונתן אייבשיץ,ה' תקכו,"המבורג, גרמניה",,,,,,,sefaria,file
אהבת ישראל,רבי ישראל מאיר הכהן,ה' תשכ,"ירושלים, ישראל",ראדין,ה' תרכה - ה' תרכה (בקירוב),,"חיבורו של החפץ חיים, בן המאה ה-20, שמבאר את איסור שנאת חינם.",,,sefaria,file
אהל יעקב על התורה,יעקב קרנץ,ה' תקצ,,,,,,,,sefaria,file
אוהב ישראל,אברהם יהושע השיל,ה' תרכה,ז'יטומיר / ורשה,,ה' תקל - ה' תקל (בקירוב),,"פירושי התורה שכתב במאה ה-19 הרבי מאפטא, מייסד שושלת חסידות אפטא-זינקוב (מז'יבוז').
.",,,sefaria,file
אוצר מדרשים,יהודה דוד אייזנשטיין,ה' תרעה,ניו יורק,,ה' תרעה,,"אנציקלופדיה של מדרשים שהוצא לאור במאה ה-20, הכולל גם טקסטים מלאים של מדרשים קצרים.","אנצילופדיה למדרשים, כולל טקסט של המדרשים היותר קטנים.",,sefaria,file
אור החיים,,,,,,"פירוש לתורה מן המאה ה-18 שמקורו במרוקו, ונתפס כיצירה מהותית בעיני מייסדי תנועת החסידות באירופה.","פירוש לתורה מן המאה ה-18 שמקורו במרוקו, ונתפס כיצירה מהותית בעיני מייסדי תנועת החסידות באירופה.",,,sefaria,folder
אור החיים על במדבר,חיים בן עטר,ה' תקב,ונציה,,ה' תעח - ה' תעח (בקירוב),,,,,sefaria,file
אור החיים על בראשית,חיים בן עטר,ה' תקב,ונציה,,ה' תעח - ה' תעח (בקירוב),,,,,sefaria,file
אור החיים על דברים,חיים בן עטר,ה' תקב,ונציה,,ה' תעח - ה' תעח (בקירוב),,,,,sefaria,file
אור החיים על ויקרא,חיים בן עטר,ה' תקב,ונציה,,ה' תעח - ה' תעח (בקירוב),,,,,sefaria,file
אור החיים על שמות,חיים בן עטר,ה' תקב,ונציה,,ה' תעח - ה' תעח (בקירוב),,,,,sefaria,file
אור החמה על ספר הזהר,אברהם אזולאי,ה' תרב,,,ה' שנט - ה' שנט (בקירוב),,סיכום של פירושים קודמים לספר הזוהר אשר נכתב על ידי רבי אברהם אזולאי במאה ה-16 בחברון,"״אור החמה״ הוא חלקו השני של אוסף כתבים המכונה ״קריית ארבע״ שנכתב במאה ה-16 בחברון, על ידי רבי אברהם אזולאי - סב סבו של החיד״א. בספר מובאים ומסוכמים פירושים קדומים לספר הזוהר - פירוש ר' משה קורדוברו (הרמ""ק), פירוש ר' חיים ויטאל (תלמידו של האר״י), פירושו של ר' אברהם גאלנטי (תלמיד הרמ""ק)  ופירושים נוספים. הספר נכתב מתוך כוונה לכלול פירושים המכוונים יותר אל פשט הזוהר, מעין מבוא לתורת הקבלה, בניגוד לחלק השלישי של כתבי ״קריית ארבע״ - המכונה ״אור הגנוז״ הדן בעיוני עומק בתורת הקבלה.",,sefaria,file
אור הצפון,נתן צבי פינקל,ה' תרפח,קובנה,קובנה,ה' תרפח,,"""אור הצפון"" הוא ספר מוסר הבנוי מאוסף שיחות הגותי מהמאה ה-20 של הרב נתן צבי פינקל (""הסבא מסלובודקה"") - מייסדה של אסכולת ""סלובודקה"" בתנועת המוסר. הספר מסודר לפי פרשיות השבוע.","""אור הצפון"" הוא אוסף שיחות הגותי מהמאה ה-20 של הרב נתן צבי פינקל מקובנה, ליטא. ניתן לומר כי ""אור הצפון"" הוא סוג של ספר מוסר היות וענייני המוסר, אתיקה והשתלמות עצמית נמצאות בחלקים רבים בספר זה. מחבר הספר, המכונה גם ""הסבא מסלובודקה"", היה מראשי תנועת המוסר היהודית במאות ה-19 וה-20 במזרח אירופה ומייסדה הרשמי של אסכולת ""סלובודקה"" בתנועת המוסר. אסכולת זו נחשבת מתונה, וסוברת כי האדם יתפתח מוסרית לא מתוך רמיסת האינדיבדואליות אלא מתוך העלאת האינדיבדואליות. 
 הספר מסודר לפי פרשיות השבוע, וברובו הגדול הוא דרשות מוסר והגות על פסוקים.",,sefaria,file
אור השכל,אברהם אבולעפיה,ה' תשסא,"ירושלים, ישראל",,ה' מה,,"ספר העוסק בקבלה נבואית מהמאה ה-13 מאת רבי אברהם אבולעפיה, הנחשב למייסד הגישה","״אור השכל״, שנכתב על ידי המקובל רבי אברהם אבולעפיה בן המאה ה-13 לבקשת תלמידיו, הוא מדריך להשגת הארה נבואית - או, אם הנבואה נמנעת, לפחות לגילוי סודות התורה והנבואה והסיבות למצוות. בדומה ליצירות אחרות של אבולעפיה, היא מתייחסת לפילוסופיה של הרמב""ם וכן לטקסטים קבליים קדומים יותר, תוך שימת דגש על תפקיד האינטלקט האנושי ועל כוחן של אותיות השפה העברית וצירופיהן. כל אחד מעשרת הפרקים קשור לקבוצת אותיות ולנושא או מטרה ספציפיים.",,sefaria,file
אור זרוע,יצחק בן משה מווינה,ה' תרכב,"ז'יטומיר, אוקראינה",,ה'  - ה'  (בקירוב),,"אוסף הלכתי מן המאה ה-13 העוקב אחר התפתחות ההלכה החל מן המקור התלמודי, ומשמר מסורות הלכתיות חשובות.",,,sefaria,file
אור זרוע לצדיק,צדוק הכהן רבינוביץ,ה' תרפט,לובלין,,ה' תרה - ה' תרה (בקירוב),,"מאמרים על עבדות מצרים ועל השפה העברית ואותיותיה, חידושים על כתיבתם ההלכתית של הראשונים.",עיונים בענין גלות מצרים ומאמרים על לשון הקודש,,sefaria,file
אור חדש,"מהר""ל",ה' שס,פראג,פראג,ה' שנ - ה' שנ (בקירוב),,"פירוש למגילת אסתר שכתב המהר""ל, מן המאה ה-16.","ספרו של המהר""ל מפראג העוסק בעניני מגילת אסתר ונס פורים.",,sefaria,file
אור ישראל,ישראל סלנטר,ה' תרנ,,,ה' תקצה - ה' תקצה (בקירוב),,"מתורתו של רבי ישראל סלנטר, מייסד תנועת המוסר במאה ה-19, פורסם על ידי תלמידו.","תורתו ומכתביו של רבי ישראל ליפקין מסלנט, ממייסדי תנועת המוסר במאה ה-19. יצא לאור על ידי תלמידו ר' יצחק בלאזר ""לעורר הלבבות ליראת ה', וללימוד היראה והמוסר"".",,sefaria,file
אור לשמים,מאיר הלוי רוטנברג מאפטא,,,,,,"""אור לשמים"" הוא אוסף של מאמרים חסידיים־קבליים מאת רבי מאיר הלוי רוטנברג מאפטא של המאה ה-19. החיבור מסודר לפי פרשות השבוע, ומכיל גם קצת חידושים בגמרא, בפוסקים ובתנ""ך, וכן שו""ת על דרך הפלפול.","""אור לשמים"" הוא אוסף מאמרים מאת רבי מאיר הלוי רוטנברג מאפטא, אדמו""ר חסידי בן המאה ה־19, מתלמידיו של החוזה מלובלין ומכונן חסידות אפטא. החיבור נכתב על דרך הפרד""ס - כינוי לתורת הסוד היהודית, וכחיבור מן הסוג הזה הוא קבלי מטבעו. אמנם, מלבד המאמרים המסודרים לפי סדר פרשות השבוע, הספר מכיל גם מקצת חידושים בגמרא, בפוסקים ובתנ""ך, וכן שאלות ותשובות על דרך הפלפול.",,sefaria,file
אור נערב,משה קורדובירו,ה' שמז,ונציה,צפת,ה' שי - ה' שי (בקירוב),,הקדמה מהמאה ה-16 לעולם הקבלה ולדרך לימודה.,"ספרו של הרמ""ק העוסק במעלת לימוד הקבלה וחשיבותו.",,sefaria,file
אור פנימי על תלמוד עשר הספירות,יהודה לייב הלוי אשלג,ה' תרצז,ירושלים,ירושלים,ה' תרצ - ה' תרצ (בקירוב),,,,,sefaria,file
אור שמח,,,,,,,,,,sefaria,folder
"אור שמח על משנה תורה, הלכות אבל",רבי מאיר שמחה הכהן מדווינסק,ה' תרסא,ריגה,דאוגבפילס / דווינסק,ה' תרמג - ה' תרמג (בקירוב),,,,,sefaria,file
"אור שמח על משנה תורה, הלכות איסורי ביאה",רבי מאיר שמחה הכהן מדווינסק,ה' תרסא,ריגה,דאוגבפילס / דווינסק,ה' תרמג - ה' תרמג (בקירוב),,,,,sefaria,file
"אור שמח על משנה תורה, הלכות איסורי המזבח",רבי מאיר שמחה הכהן מדווינסק,ה' תרסא,ריגה,דאוגבפילס / דווינסק,ה' תרמג - ה' תרמג (בקירוב),,,,,sefaria,file
"אור שמח על משנה תורה, הלכות אישות",רבי מאיר שמחה הכהן מדווינסק,ה' תרסא,ריגה,דאוגבפילס / דווינסק,ה' תרמג - ה' תרמג (בקירוב),,,,,sefaria,file
"אור שמח על משנה תורה, הלכות ביאת מקדש",רבי מאיר שמחה הכהן מדווינסק,ה' תרסא,ריגה,דאוגבפילס / דווינסק,ה' תרמג - ה' תרמג (בקירוב),,,,,sefaria,file
